defined_meaning_id	GROUP_CONCAT(uw_expression.spelling SEPARATOR ',')
1141202	wayward,headstrong,obstinate,contrary
1141231	weakling
1141243	unshod,unshoed
1141248	unshod
1141256	shod
1141259	shod
1141337	Swabian Jura,Swabian Mountains,Swabian Alb
1141366	wimp,pansy,sissy,weakling,wuss
1141413	washcloth
1141675	chestnut cream
1141685	sandy beach
1141855	stockinged
1141861	unstockinged
1141875	level crossing,railroad crossing,road through railroad,train crossing,grade crossing
1141919	weakening
1142144	horizontal
1142178	horizontally
1142187	overjoyed,overhappy,happy as a sandboy,happy as a king,happy as a clam,happy as a clam at high tide,happy as a lark,happy as can be,over the moon
1142207	crossbill
1142217	bill,neb,rostrum,beak
1142337	male educator
1142341	educatress,female educator
1142355	horse meat,horseflesh,horsemeat
1142373	hippophagy,hippophagism
1142526	weakness,feebleness
1142564	wearily
1142576	weekly
1142599	weekly
1142637	bizarre,weird,unearthly,unnatural,unusual,odd
1142682	weldability
1142685	weldability
1142694	oenophilia
1142733	wine fault,wine defect
1142761	lungless
1142768	eyeless
1142790	whaler
1142799	whaler,whaling ship
1142816	wheelbase
1142839	phial,vial
1142854	cesspool,cesspit
1142870	track width
1142898	where...from,whence,wherefrom
1142965	whenever,whensoever
1143029	campfire
1143186	novel adaptation
1143238	persimmon,kaki,Japanese persimmon,Asian persimmon
1143264	mulching
1143604	domestic sheep
1143641	where,wherever,wheresoever
1143651	bitch
1143654	she-wolf
1143662	puppy,whelp
1143678	red snapper
1143716	wholeheartedly
1143733	completely,whole,wholly,entirely,totally
1143910	premiere
1144023	Latin
1144116	dysphemism
1144145	dysphemism
1144150	mass noun,uncountable noun,non-count noun
1144160	countable
1144171	uncountable
1144260	bordello,brothel,whorehouse
1144287	sparerib,spare rib
1144359	pothead
1144384	Geonames ID
1144415	actor
1144540	widening,broadening
1144560	willemite
1144600	willing
1144633	World Factbook URI
1144701	DBpedia resource URI
1144718	willingly,gladly
1144721	willingly
1144761	wilting
1144772	winding
1144781	orrery
1144787	tellurium,tellurion,tellurian
1144802	jovilabium
1144812	Io
1144817	Io
1144827	Europa
1144840	thigh-length boot,thigh-high boot,thigh boot,over-the-knee boot
1144860	Ganymede,Ganymedes
1144869	Callisto
1144874	Callisto
1144887	diglossia
1145195	snuff
1145272	chewing tobacco,chew,chaw
1145300	nicotine
1145400	windscreen,windshield
1145432	wine cellar
1145464	chemise cagoule
1145572	shindig
1145581	North German
1145586	Southern German,South German
1145609	betrothed
1145646	OpenCyc Concept URI
1145671	wink
1145688	wink
1145706	penile,penial
1145713	East German
1145721	Western German
1145741	bleed to death
1145856	pejorative,derogatory
1145865	dysphemistic
1145878	comparative
1145886	positive
1145900	superlative
1145917	children's book
1145923	children's film
1145932	neuter
1145937	neuter
1145950	masculine,masculine gender
1145967	feminine
1146047	disgrace,debase,demean,degrade,take down
1146060	demeaning,debasing,degrading
1146095	wiper
1146110	wisely
1146115	surfboard
1146186	stage direction
1146255	Bernstein's hypothesis
1146264	elaborated code,formal language
1146276	restricted code,public language
1146319	vegetable
1146370	cecity,sightlessness,ablepsy,ablepsia,blindness
1146420	radical
1146436	rolled dough,rolled-out pastry
1146453	wollastonite
1146478	hero
1146490	martyr
1146520	martyr
1146531	uxoricide
1146540	uxoricide
1146555	uxoricidal
1146672	matricide
1146675	matricide
1146694	matricidal
1146702	mariticide
1146705	mariticide
1146710	mariticide
1146722	mariticidal
1146753	nemesis
1146757	Nemesis
1146777	caveatemptor,let the buyer beware
1146835	integer
1146908	einstein
1146937	depressor,depressor muscle
1146956	depressor
1146963	tongue depressor
1147010	workbench
1147030	worker
1147100	flap
1147105	flap
1147131	world-wide
1147139	worrisome,unreassuring
1147175	worshipper
1147221	nationalist,nationalistic
1147230	nationalist
1147235	nationalist
1147239	socialist
1147243	socialist
1147249	communist
1147253	communist
1147263	teamster,trucker,truck driver
1147269	teamster,trucker,truck driver
1147288	parity
1147312	camping bus,camper,motorhome,motor caravan,motor home,motor coach,campervan,camper van,caravanette
1147331	business partner
1147335	business partner
1147352	oceanographer
1147356	oceanographer
1147398	comrade
1147405	comrade
1147409	comrade
1147435	worthwhile
1147438	contrabandist,smuggler,runner,moon curser,moon-curser
1147458	contrabandist,smuggler,runner,moon curser,moon-curser
1147565	vegan man
1147571	veganism
1147609	vegan
1147641	farrow
1147685	migrant
1147692	migrant
1147826	tabletennis player
1147863	patent ductus arteriosus,PDA
1147917	cheek pouch
1148046	rival,competitor,contender
1148049	rival,competitor,contender
1148249	teen,teenager,adolescent
1148254	teen,teenager,adolescent
1148331	ornithologist
1148334	ornithologist
1148344	plucked string instrument,plucked instrument
1148374	bowed instrument,bowed string instrument
1148414	guitarist
1148418	guitarist
1148491	Cuban
1148515	musician
1148527	musician
1148536	Chilean
1148544	Chilean
1148557	critic
1148564	critic
1148585	valuable
1148600	singer,vocalist
1148655	system administrator,system admin,administrator
1148659	executive,administrator
1148671	apostolic administrator
1148723	wristband
1148766	wrongly
1148807	viewpoint,point of view,standpoint,view-point,stand
1148888	ingenue,ingénue
1148903	ingenue,ingénue
1148912	spinster,old maid
1148926	spinster,spinner,thread maker
1149087	worrywart,alarmist,naysayer,pessimist
1149096	optimist
1149147	insectivore
1149170	entomophagous,insectivorous
1149173	insectivorous
1149230	every evening
1149278	deem,account,esteem,hold in opinion,think,regard,judge
1149296	unlicensed viewer
1149308	alarmist
1149330	yes man,yes-man
1149338	deem,account,consider
1149393	that
1149584	bastardization,bastardisation
1149622	wulfenite
1149676	hesitation,vacillation,wavering
1149690	vacillation,swinging
1149873	gait,carriage
1149886	paved
1149895	unpaved
1149906	generic
1149909	nonproprietary,generic
1149914	vamp,coquette
1149932	hay chute,hay-chute
1149940	name
1149951	vandalic
1149960	detection
1149970	vanilla,vanilla planifolia
1150052	generic product,generic
1150131	prospective,future
1150147	carriage,bearing
1150161	present
1150193	past
1150243	vanilla
1150268	eve
1150380	icicle
1150395	vanity,conceit
1150509	vanity,absurdity,vacuity
1150529	vanity,dressing table,toilet table
1150567	vaporizer
1150581	vaporous
1150598	common sea-buckthorn,sea-buckthorn,sea buckthorn,seabuckthorn,sandthorn,seaberry
1150691	Christmassy,Christmasy
1150733	lampshade
1150804	minimal pair
1150846	worsen
1150894	non-proprietary,nonproprietary
1150915	varactor,varicap diode,varactor diode,variable capacitance diode,variable reactance diode,tuning diode
1150973	formula symbol
1150984	in the future,in future
1150994	abat-son
1151032	Tell me about it!,No change there then!,Tell me something I don't know!,That's an understatement!
1151079	deception,deceptiveness,fallacy,illusion
1151115	advance guard,vanguard,van
1151118	vanguard,van,avant-garde,new wave
1151123	cutting edge,vanguard,forefront
1151166	North American
1151179	inductive
1151191	toilet lid
1151227	gait
1151231	posture
1151235	elegant gait
1151259	alliteration
1151285	celestial orbit,orbit
1151297	electron orbit,orbit
1151300	orbital cavity,cranial orbit,eye socket,orbit
1151306	revolve,orb,orbit
1151328	circle,circulate
1151400	pathetic fallacy,anthropomorphic fallacy
1151412	animistic fallacy
1151416	reification,hypostatisation,concretism
1151440	reify
1151452	abatis,abattis,abbattis
1151584	treasure map
1151630	variator
1151640	variegated,varicolored,varicoloured
1151661	unwaveringly,without hesitation,steadfastly,firmly
1151666	resolutely
1151688	steadfastly,firmly
1151765	anthroponym
1151791	hodonym
1151799	oronym
1151823	conduct,deportment,demeanor,attitude,bearing,posture,comportment
1151905	stance,posture,position
1151954	Rheinische Dokumenta
1152001	variscite
1152064	trope
1152093	eponym
1152103	backlash,rebound,recoil,repercussion
1152106	rebound
1152111	rebound
1152117	resile,reverberate,ricochet,spring,rebound,recoil,bound,bounce
1152128	rally,rebound
1152197	cataclysmic,cataclysmal,devastating
1152220	lay… to waste,ravage,scourge,lay waste to,waste,desolate,devastate
1152362	medal,decoration
1152376	drain,stormwater drain
1152421	manhole,utility hole,maintenance hole
1152454	watercraft
1152473	land vehicle
1152489	varistor
1152538	abat-vent
1152543	windscreen,wind screen,windshield
1152550	abatvoix,abat-voix
1152565	abbatial
1152618	rolling stock
1152642	abbatial
1152645	abbatial
1152651	stampede
1152654	stampede
1152671	rashly,headlong
1152684	headlong,headfirst
1152706	cunningly,craftily,foxily,knavishly,slyly,trickily,artfully
1152709	cunningly,cutely
1152796	variable,varying,changing
1152834	external genital organ,crotch,genital,private part
1152844	internal genital organ
1152855	male genital organ
1152862	female genital organ
1152908	road vehicle
1153004	dig
1153008	vassal,liege,liegeman,liege subject,feudatory
1153043	unclouded,serene
1153080	meddle,tamper
1153130	venue,locale,locus
1153151	sense
1153158	sense
1153190	locale,locality,location,locus
1153208	unbearable,insufferable,unsupportable,intolerable,insupportable
1153260	vassal,slavish,servile
1153271	full of grace
1153289	sense
1153305	wrapping paper,gift wrap paper
1153318	life-lie,grand delusion
1153329	rambunctious,unruly,robustious,rumbustious,boisterous
1153341	doorpost,door-post,door post,doorjamb
1153366	jerk,dork
1153381	valve
1153427	sanctuary,chancel,bema
1153459	lambswool
1153477	fathom
1153498	table manners
1153512	limelight
1153522	limelight
1153532	grate
1153539	adulation,cajolery,blandishment,flattery,sweet-talk
1153571	hairpiece,toupee
1153603	hairbrush
1153629	slave rebellion
1153638	haddock
1153674	hailstorm
1153690	hairbreadth,hair's breadth,hairsbreadth
1153765	iconoclasm
1153870	invincibility,invincibleness,indomitability
1153922	somnambulist,sleepwalker,nightwalker
1153950	rotulla,knee-pan,kneepan,knee pan,kneecap,patella
1153979	properly speaking,strictly speaking,to be precise,in the proper meaning of the word
1154013	old spelling
1154036	disorderliness,disorder
1154043	orderliness,order
1154047	legionary,legionnaire
1154050	order
1154078	machiavellian
1154124	stag-hound,staghound
1154140	the
1154148	the
1154153	a
1154157	some
1154167	oarsmanship
1154215	monastic order,order
1154223	order of magnitude,order
1154305	nacre
1154340	ophthalmia,ophthalmitis
1154371	clamant,clamorous,strident,vociferous,blatant
1154422	pardonable,excusable,forgivable,venial
1154482	valse,waltz
1154508	appearance,coming into court,appearing
1154511	appearance
1154515	show,appearance
1154568	waltz around,waltz
1154632	knock unconscious,knock out
1154672	legion
1154675	legion,horde
1154701	predicative
1154724	attributive,prenominal
1154745	legion
1154752	dated
1154769	classical,classical music,serious music
1154797	genre
1154801	D major
1154810	key
1154825	questionnaire
1154872	waltz music,waltz
1154879	walk-in,waltz
1154907	asocial
1154910	antisocial,anti-social,asocial
1154934	encumbered
1154955	intellectual giftedness
1154962	clench,clinch
1155039	aerosol bomb,fuel-air explosive,FAE,thermobaric bomb,vacuum bomb,volume-detonation bomb,fuel-air bomb
1155073	at home of,among
1155083	amidst,amid,amongst,among
1155087	ransom
1155104	ratcatcher,rat-catcher
1155128	synthesis,deduction,deductive reasoning
1155154	induction,inductive reasoning
1155191	inductance,induction,electromagnetic induction
1155260	orgy,debauch,saturnalia,bacchanal,bacchanalia,drunken revelry,debauchery,riot
1155292	orgy
1155295	orgy,binge,splurge
1155352	innocuous
1155355	innocuous,unobjectionable
1155358	innocuous,innocent
1155386	satirist,ironist,ridiculer
1155401	sensationalism
1155415	frozen pizza
1155425	transgression,evildoing
1155439	transgression
1155450	transgression
1155542	civilisation,civilization
1155574	snake charmer
1155705	geomorphological,structural,geomorphologic,morphologic,morphological
1155733	disclosure,revealing,revelation
1155797	bigoted
1155811	hobgoblin
1155840	slavish
1155844	formal
1155849	official,formal
1155865	tachometer,revolution-counter,rev-counter,RPM gauge
1155908	tacit
1155957	date
1156079	date palm,date palm tree
1156174	taciturnity
1156264	repository,secretary
1156269	monument,repository
1156313	ABC,abecedary,ABC book,primer,abecedarium
1156326	ABC,rudiments,basics,fundamentals
1156397	ultrasonic,supersonic
1156438	small or medium enterprise,SME,SMB,small and medium enterprise,small and medium business,small or medium business
1156498	fair game,quarry,prey,target
1156502	feed,prey
1156506	predate,raven,prey
1156554	ire,anger,wrath
1156566	procedurally
1156572	compound fracture,open fracture
1156580	bone fracture,fracture,break
1156594	uppercut
1156637	very pregnant
1156659	school child,school kid,schoolchild
1156662	schoolboy
1156672	schoolgirl
1156711	jobless,unemployed,out of work
1156771	salt shaker
1156785	pepper shaker
1156811	gunpoint
1156825	urinal
1156911	warlord
1157012	superstar
1157036	winter,overwinter
1157040	winter,overwinter
1157077	cowgirl position,woman on top,cowgirl
1157093	contingency
1157102	cowgirl
1157149	abode,residence
1157194	predicatively
1157201	attributively
1157213	involucral bract,involucre
1157336	dysmenorrhea,dysmenorrhoea
1157348	anomie
1157398	reactive
1157453	about-face,about-turn
1157477	tabard
1157634	open
1157663	sip
1157668	sip
1157711	drink,deglutition,swallow
1157718	drink
1157791	poison ring,pillbox ring
1157951	fish
1157984	veto,nix,forbid,disallow,prohibit,interdict,proscribe
1158063	vantage point,viewpoint,view-point
1158125	lemonade
1158228	nag
1158231	hen-peck,nag,quibble,peck
1158250	nag,scolder,nagger,common scold,scold
1158296	fifteenth
1158427	dissolve
1158450	cable,telegraph,wire
1158478	document
1158552	condensation,abridgement,abridgment,compendium
1158580	hiatus
1158583	hiatus,foramen
1158586	reprieve,hiatus,suspension,abatement,respite
1158611	abseiling,abseil
1158616	abseil
1158650	hiatus
1158657	hiatus
1158769	canonic,canonical
1158773	canonical,canonic
1158778	canonic,canonical,sanctioned
1158825	elder
1158915	logically
1158945	natal
1158956	nymphomania
1158968	nymphomaniac,nympho
1158971	nymphomaniac
1159012	amateurism,dilettantism,dilettanteism
1159038	amateurism
1159050	Tequila Sunrise
1159056	highball glass
1159072	illogically
1159094	accentual
1159112	a priori
1159117	a priori
1159123	absorptivity,absorptiveness
1159141	acceptor,acceptant
1159192	a priori
1159198	a priori
1159215	absorptivity,absorption factor
1159243	a posteriori
1159246	a posteriori
1159252	a posteriori
1159303	plainspoken,point-blank,straight-from-the-shoulder,outspoken,candid,blunt,forthright,frank,free-spoken
1159307	candid
1159312	heart-to-heart,open,candid
1159331	candid photograph,candid
1159391	lolita,nymphet,loli,jailbait,nymphette
1159424	lysergic acid diethylamide,LSD,back breaker,battery-acid,Elvis,loony toons,Lucy in the sky with diamonds,pane,superman,window pane,acid,dose,dot,Zen
1159513	flexibility,adaptability
1159550	allegretto
1159570	classical mythology,Greco-Roman mythology
1159579	mythology
1159603	nymph
1159686	nymph
1159707	nymph
1159790	lovesickness,lovelorn,lover's grief
1159816	movement
1159820	bm,defecation,movement,laxation,shitting,bowel movement
1159842	phonetic transcription,phonetic notation
1159856	phonemic transcription,phonemic notation
1159868	velarized alveolar lateral approximant,dark l
1159914	hardly,scarcely,barely,scarce,just
